# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun May 26 19:57:28 2024
#
# User preference: *
#
# COLUMN hostname:       Host Name
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
hostname,st_spectype,st_teff,st_rad,st_lum,sy_dist,sy_bmag,sy_vmag
K2-175,,5909.00,1.42,,247.2660000,11.5050000,10.8360000
K2-176,,4949.67,0.91,-0.348,247.3020000,13.7590000,12.9090000
K2-176,,,0.91,,247.3020000,13.7590000,12.9090000
K2-176,,5377.81,1.01,-0.116,247.3020000,13.7590000,12.9090000
K2-176,,5428.00,0.86,,247.3020000,13.7590000,12.9090000
K2-177,,5937.94,1.66,0.490,492.1670000,13.5410000,12.6810000
K2-177,,6063.00,1.21,,492.1670000,13.5410000,12.6810000
K2-177,,5008.00,1.97,0.342,492.1670000,13.5410000,12.6810000
K2-178,,5525.00,0.89,,214.7530000,13.2760000,12.3820000
K2-178,,5060.64,0.94,-0.284,214.7530000,13.2760000,12.3820000
K2-178,,,0.94,,214.7530000,13.2760000,12.3820000
K2-178,,,0.94,,214.7530000,13.2760000,12.3820000
K2-178,,5888.00,0.89,-0.067,214.7530000,13.2760000,12.3820000
K2-179,,,,,190.8100000,14.0100000,12.9390000
K2-179,,5100.00,0.64,-0.604,190.8100000,14.0100000,12.9390000
K2-179,,5015.00,0.77,,190.8100000,14.0100000,12.9390000
K2-179,,,0.64,,190.8100000,14.0100000,12.9390000
K2-179,,5071.98,0.71,-0.523,190.8100000,14.0100000,12.9390000
K2-18,,,,,38.0266000,14.9910000,13.4770000
K2-18,,3464.00,0.44,,38.0266000,14.9910000,13.4770000
K2-18,,,0.25,,38.0266000,14.9910000,13.4770000
K2-18,,3440.00,0.36,,38.0266000,14.9910000,13.4770000
K2-18,,3457.00,0.44,-1.597,38.0266000,14.9910000,13.4770000
K2-18,,3457.00,0.41,,38.0266000,14.9910000,13.4770000
K2-18,,3457.00,0.41,,38.0266000,14.9910000,13.4770000
K2-18,,3856.18,,,38.0266000,14.9910000,13.4770000
K2-18,,3496.00,0.40,,38.0266000,14.9910000,13.4770000
K2-18,,3503.00,0.39,,38.0266000,14.9910000,13.4770000
K2-18,M2.5 V,3457.00,0.41,,38.0266000,14.9910000,13.4770000
K2-18,,3464.00,0.44,-1.591,38.0266000,14.9910000,13.4770000
K2-180,,,0.69,,203.8960000,13.3340000,12.5570000
K2-180,,5306.00,0.72,,203.8960000,13.3340000,12.5570000
K2-180,,,,,203.8960000,13.3340000,12.5570000
K2-180,,5358.00,0.72,,203.8960000,13.3340000,12.5570000
K2-180,,5375.50,0.69,-0.450,203.8960000,13.3340000,12.5570000
K2-180,,5368.00,0.70,-0.439,203.8960000,13.3340000,12.5570000
K2-180,,5263.00,0.68,,203.8960000,13.3340000,12.5570000
K2-180,K2 V,5110.00,0.69,,203.8960000,13.3340000,12.5570000
K2-180,,,0.65,,203.8960000,13.3340000,12.5570000
K2-180,,5368.00,0.70,,203.8960000,13.3340000,12.5570000
K2-181,,5608.00,1.07,,360.9110000,13.5020000,12.6690000
K2-181,,5573.00,1.06,-0.013,360.9110000,13.5020000,12.6690000
K2-181,,5513.75,1.07,-0.020,360.9110000,13.5020000,12.6690000
K2-181,,5609.00,1.00,,360.9110000,13.5020000,12.6690000
K2-181,,,1.11,,360.9110000,13.5020000,12.6690000
K2-181,,,,,360.9110000,13.5020000,12.6690000
K2-181,,,1.07,,360.9110000,13.5020000,12.6690000
K2-181,,,,,360.9110000,13.5020000,12.6690000
K2-182,,5069.23,0.82,-0.396,154.8300000,12.8680000,11.8330000
K2-182,,,,,154.8300000,12.8680000,11.8330000
K2-182,,5159.00,0.79,,154.8300000,12.8680000,11.8330000
K2-182,,5181.00,0.80,,154.8300000,12.8680000,11.8330000
K2-182,,5180.60,0.79,-0.392,154.8300000,12.8680000,11.8330000
K2-182,,,,,154.8300000,12.8680000,11.8330000
K2-182,,,0.82,,154.8300000,12.8680000,11.8330000
K2-182,,5165.00,0.80,,154.8300000,12.8680000,11.8330000
K2-182,,,0.82,,154.8300000,12.8680000,11.8330000
K2-182,,5069.20,0.79,,154.8300000,12.8680000,11.8330000
K2-182,,5170.00,0.79,-0.408,154.8300000,12.8680000,11.8330000
K2-183,,,0.98,,329.0410000,13.6320000,12.8670000
K2-183,,,0.98,,329.0410000,13.6320000,12.8670000
K2-183,,5374.00,0.98,-0.138,329.0410000,13.6320000,12.8670000
K2-183,,,0.92,,329.0410000,13.6320000,12.8670000
K2-183,,,,,329.0410000,13.6320000,12.8670000
K2-183,,5482.00,0.87,,329.0410000,13.6320000,12.8670000
K2-183,,,0.92,,329.0410000,13.6320000,12.8670000
K2-183,,5519.00,0.97,,329.0410000,13.6320000,12.8670000
K2-183,,5482.00,0.87,,329.0410000,13.6320000,12.8670000
K2-183,,,,,329.0410000,13.6320000,12.8670000
K2-183,,,0.98,,329.0410000,13.6320000,12.8670000
K2-183,,5436.47,0.97,-0.132,329.0410000,13.6320000,12.8670000
K2-184,,5109.93,0.82,-0.388,75.5857000,11.2260000,10.3450000
K2-184,,5252.00,0.76,,75.5857000,11.2260000,10.3450000
K2-184,,5245.00,0.75,,75.5857000,11.2260000,10.3450000
K2-184,,,,,75.5857000,11.2260000,10.3450000
K2-184,,,0.79,,75.5857000,11.2260000,10.3450000
K2-184,,5237.31,0.77,-0.399,75.5857000,11.2260000,10.3450000
K2-184,,5220.00,0.78,,75.5857000,11.2260000,10.3450000
K2-184,,,0.82,,75.5857000,11.2260000,10.3450000
K2-184,,,,,75.5857000,11.2260000,10.3450000
K2-185,,5844.00,0.89,-0.080,268.3570000,12.8780000,12.2350000
K2-185,,5788.00,0.94,,268.3570000,12.8780000,12.2350000
K2-185,,5722.00,0.91,,268.3570000,12.8780000,12.2350000
K2-185,,5805.33,0.89,-0.090,268.3570000,12.8780000,12.2350000
K2-185,,,0.89,,268.3570000,12.8780000,12.2350000
K2-186,,5778.33,1.06,0.050,330.7390000,12.9440000,12.4130000
K2-186,,5771.61,1.07,0.059,330.7390000,12.9440000,12.4130000
K2-186,,5784.00,0.98,,330.7390000,12.9440000,12.4130000
K2-186,,,1.06,,330.7390000,12.9440000,12.4130000
K2-187,,,0.92,,330.9160000,13.9860000,13.1020000
K2-187,,,,,330.9160000,13.9860000,13.1020000
K2-187,,,0.92,,330.9160000,13.9860000,13.1020000
K2-187,,,0.96,,330.9160000,13.9860000,13.1020000
K2-187,,5484.00,0.92,,330.9160000,13.9860000,13.1020000
K2-187,,5337.00,0.92,-0.210,330.9160000,13.9860000,13.1020000
K2-187,,,,,330.9160000,13.9860000,13.1020000
K2-187,,,0.92,,330.9160000,13.9860000,13.1020000
K2-187,,5374.67,0.92,-0.196,330.9160000,13.9860000,13.1020000
K2-187,,5438.00,0.83,,330.9160000,13.9860000,13.1020000
K2-187,,,0.96,,330.9160000,13.9860000,13.1020000
K2-187,,5477.00,0.89,,330.9160000,13.9860000,13.1020000
K2-188,,,1.19,,446.8210000,13.2190000,12.6570000
K2-188,,5906.90,1.22,,446.8210000,13.2190000,12.6570000
K2-188,,,,,446.8210000,13.2190000,12.6570000
K2-188,,5906.90,1.22,0.211,446.8210000,13.2190000,12.6570000
K2-188,,5977.00,1.19,,446.8210000,13.2190000,12.6570000
K2-188,,5904.50,1.18,0.184,446.8210000,13.2190000,12.6570000
K2-188,,,1.18,,446.8210000,13.2190000,12.6570000
K2-188,,,,,446.8210000,13.2190000,12.6570000
K2-188,,5982.00,1.11,,446.8210000,13.2190000,12.6570000
K2-189,,5357.50,0.88,-0.239,242.1130000,13.0160000,12.3980000
K2-189,,5468.00,0.87,-0.219,242.1130000,13.0160000,12.3980000
K2-189,,5503.00,0.86,,242.1130000,13.0160000,12.3980000
K2-189,,,0.88,,242.1130000,13.0160000,12.3980000
K2-189,,,,,242.1130000,13.0160000,12.3980000
K2-189,,,,,242.1130000,13.0160000,12.3980000
K2-189,,5519.00,0.87,,242.1130000,13.0160000,12.3980000
K2-189,,,0.88,,242.1130000,13.0160000,12.3980000
K2-189,,,0.88,,242.1130000,13.0160000,12.3980000
K2-19,,,,,289.8270000,13.7980000,13.0240000
K2-19,,5322.00,0.82,,289.8270000,13.7980000,13.0240000
K2-19,,5391.00,0.83,,289.8270000,13.7980000,13.0240000
K2-19,,5345.00,0.91,,289.8270000,13.7980000,13.0240000
K2-19,G9 V,5430.00,0.86,,289.8270000,13.7980000,13.0240000
K2-19,,5519.00,0.81,,289.8270000,13.7980000,13.0240000
K2-19,,5230.00,0.88,,289.8270000,13.7980000,13.0240000
K2-19,,5322.00,0.84,-0.292,289.8270000,13.7980000,13.0240000
K2-19,,5322.00,0.84,,289.8270000,13.7980000,13.0240000
K2-19,,5250.00,0.88,,289.8270000,13.7980000,13.0240000
K2-19,,5368.00,0.84,,289.8270000,13.7980000,13.0240000
K2-19,,5336.33,0.82,-0.305,289.8270000,13.7980000,13.0240000
K2-19,,,0.82,,289.8270000,13.7980000,13.0240000
K2-19,,5748.00,1.01,,289.8270000,13.7980000,13.0240000
K2-19,,,0.82,,289.8270000,13.7980000,13.0240000
K2-19,,5430.00,0.86,,289.8270000,13.7980000,13.0240000
K2-19,,5390.00,0.91,,289.8270000,13.7980000,13.0240000
K2-190,,,,,160.6790000,11.7780000,11.1380000
K2-190,,5494.00,1.00,-0.086,160.6790000,11.7780000,11.1380000
K2-190,,5605.60,0.98,-0.068,160.6790000,11.7780000,11.1380000
K2-190,,5631.00,0.91,,160.6790000,11.7780000,11.1380000
K2-190,,,1.00,,160.6790000,11.7780000,11.1380000
K2-191,,,0.90,,287.1880000,14.1760000,13.3290000
K2-191,,5012.00,0.89,-0.345,287.1880000,14.1760000,13.3290000
K2-191,,4961.00,0.90,-0.356,287.1880000,14.1760000,13.3290000
K2-191,,5176.00,0.84,,287.1880000,14.1760000,13.3290000
K2-191,,,,,287.1880000,14.1760000,13.3290000
K2-191,,,,,287.1880000,14.1760000,13.3290000
K2-192,,,0.83,,221.7530000,13.5500000,12.6560000
K2-192,,5222.00,0.81,,221.7530000,13.5500000,12.6560000
K2-192,,5163.00,0.83,-0.360,221.7530000,13.5500000,12.6560000
K2-192,,,0.79,,221.7530000,13.5500000,12.6560000
K2-192,,,,,221.7530000,13.5500000,12.6560000
K2-192,,5201.77,0.79,-0.384,221.7530000,13.5500000,12.6560000
K2-192,,5252.00,0.83,,221.7530000,13.5500000,12.6560000
K2-193,,5576.00,0.98,-0.076,411.9230000,14.0370000,13.3410000
K2-193,,5623.00,0.96,,411.9230000,14.0370000,13.3410000
K2-193,,,0.83,,411.9230000,14.0370000,13.3410000
K2-193,,5817.00,0.98,,411.9230000,14.0370000,13.3410000
K2-193,,5391.50,1.01,-0.111,411.9230000,14.0370000,13.3410000
K2-193,,,1.01,,411.9230000,14.0370000,13.3410000
K2-193,,,,,411.9230000,14.0370000,13.3410000
K2-194,,6140.00,1.31,0.343,629.5100000,13.4620000,12.9980000
K2-194,,,,,629.5100000,13.4620000,12.9980000
K2-194,,6212.00,1.31,0.363,629.5100000,13.4620000,12.9980000
K2-194,,5979.00,1.28,,629.5100000,13.4620000,12.9980000
K2-194,,,1.31,,629.5100000,13.4620000,12.9980000
K2-195,,,,,315.0140000,13.1310000,12.5240000
K2-195,,5713.00,0.99,,315.0140000,13.1310000,12.5240000
K2-195,,,0.95,,315.0140000,13.1310000,12.5240000
K2-195,,5752.00,0.95,-0.053,315.0140000,13.1310000,12.5240000
K2-195,,,0.95,,315.0140000,13.1310000,12.5240000
K2-195,,,0.95,,315.0140000,13.1310000,12.5240000
K2-195,,5712.00,0.91,,315.0140000,13.1310000,12.5240000
K2-195,,5750.93,0.99,-0.012,315.0140000,13.1310000,12.5240000
K2-196,,6038.12,2.00,0.679,584.8770000,12.6330000,12.2410000
K2-196,,6045.00,1.54,,584.8770000,12.6330000,12.2410000
K2-196,,6018.67,1.93,0.644,584.8770000,12.6330000,12.2410000
K2-197,,5675.00,0.91,,247.6370000,12.8840000,12.1990000
K2-197,,5627.00,0.92,-0.114,247.6370000,12.8840000,12.1990000
K2-197,,,0.96,,247.6370000,12.8840000,12.1990000
K2-197,,,,,247.6370000,12.8840000,12.1990000
K2-197,,5667.00,0.93,,247.6370000,12.8840000,12.1990000
K2-197,,5440.24,0.98,-0.119,247.6370000,12.8840000,12.1990000
K2-197,,,,,247.6370000,12.8840000,12.1990000
K2-198,,5183.84,0.78,-0.401,110.5670000,11.7980000,10.9710000
K2-198,,,0.80,,110.5670000,11.7980000,10.9710000
K2-198,,5262.00,0.78,,110.5670000,11.7980000,10.9710000
K2-198,,,,,110.5670000,11.7980000,10.9710000
K2-198,,5212.90,0.76,,110.5670000,11.7980000,10.9710000
K2-198,,,0.80,,110.5670000,11.7980000,10.9710000
K2-198,,5114.00,0.80,-0.403,110.5670000,11.7980000,10.9710000
K2-199,,4491.00,0.68,-0.733,107.5180000,13.3230000,12.3580000
K2-199,,,,,107.5180000,13.3230000,12.3580000
K2-199,,4864.74,0.58,-0.768,107.5180000,13.3230000,12.3580000
K2-199,,,0.70,,107.5180000,13.3230000,12.3580000
K2-199,,4648.00,0.68,,107.5180000,13.3230000,12.3580000
K2-199,,4550.00,0.70,-0.721,107.5180000,13.3230000,12.3580000
K2-199,,4681.00,0.67,,107.5180000,13.3230000,12.3580000
K2-199,,,0.58,,107.5180000,13.3230000,12.3580000
K2-200,,,0.80,,184.1310000,13.3800000,12.4280000
K2-200,,5233.00,0.79,,184.1310000,13.3800000,12.4280000
K2-200,,,,,184.1310000,13.3800000,12.4280000
K2-200,,5017.84,0.81,-0.429,184.1310000,13.3800000,12.4280000
K2-200,,4999.78,0.80,-0.443,184.1310000,13.3800000,12.4280000
K2-201,,5134.00,0.92,-0.276,197.9320000,13.0610000,12.1680000
K2-201,,5310.00,0.88,-0.253,197.9320000,13.0610000,12.1680000
K2-201,,,0.92,,197.9320000,13.0610000,12.1680000
K2-201,,5507.00,0.88,,197.9320000,13.0610000,12.1680000
K2-2016-BLG-0005L,,,,,5200.0000000,,
K2-2016-BLG-0005L,,,,,5260.0000000,,
K2-202,,5406.00,0.91,-0.194,300.3970000,14.1890000,13.3540000
K2-202,,,0.92,,300.3970000,14.1890000,13.3540000
K2-202,,4954.00,0.92,-0.335,300.3970000,14.1890000,13.3540000
K2-202,,5491.00,0.91,,300.3970000,14.1890000,13.3540000
K2-203,,,0.78,,166.1470000,13.2620000,12.3910000
K2-203,,4956.93,0.78,-0.485,166.1470000,13.2620000,12.3910000
K2-203,,,0.78,,166.1470000,13.2620000,12.3910000
K2-203,,5028.00,0.76,-0.475,166.1470000,13.2620000,12.3910000
K2-203,,5000.00,0.76,,166.1470000,13.2620000,12.3910000
K2-204,,5920.00,1.29,0.268,577.2350000,13.6430000,12.9850000
K2-204,,,1.09,,577.2350000,13.6430000,12.9850000
K2-204,,5797.33,1.33,0.253,577.2350000,13.6430000,12.9850000
K2-204,,5755.00,1.18,,577.2350000,13.6430000,12.9850000
K2-205,,,1.20,,405.3010000,12.9900000,12.4500000
K2-205,,5900.00,1.20,0.194,405.3010000,12.9900000,12.4500000
K2-205,,5835.44,1.25,0.214,405.3010000,12.9900000,12.4500000
K2-205,,5890.00,1.08,,405.3010000,12.9900000,12.4500000
K2-206,,5014.18,0.80,-0.435,244.4430000,13.9570000,13.0840000
K2-206,,5066.00,0.79,-0.427,244.4430000,13.9570000,13.0840000
K2-206,,5043.00,0.76,,244.4430000,13.9570000,13.0840000
K2-207,,,0.93,,363.0640000,13.9060000,13.1750000
K2-207,,5544.00,0.91,-0.156,363.0640000,13.9060000,13.1750000
K2-207,,5522.00,0.93,,363.0640000,13.9060000,13.1750000
K2-207,,5419.00,0.93,-0.173,363.0640000,13.9060000,13.1750000
K2-208,,5529.00,0.86,-0.209,256.8870000,13.2270000,12.5770000
K2-208,,,0.89,,256.8870000,13.2270000,12.5770000
K2-208,,5412.00,0.89,-0.214,256.8870000,13.2270000,12.5770000
K2-208,,5582.00,0.86,,256.8870000,13.2270000,12.5770000
K2-209,,4720.00,0.71,,76.4986000,12.0810000,11.0610000
K2-209,,4689.00,0.78,-0.580,76.4986000,12.0810000,11.0610000
K2-209,,4766.32,0.75,-0.588,76.4986000,12.0810000,11.0610000
K2-21,,4024.00,0.60,,83.6448000,14.1380000,12.8510000
K2-21,,,0.58,,83.6448000,14.1380000,12.8510000
K2-21,,4222.06,0.65,,83.6448000,14.1380000,12.8510000
K2-21,M0.0,4043.00,0.60,,83.6448000,14.1380000,12.8510000
K2-21,,,0.58,,83.6448000,14.1380000,12.8510000
K2-21,,4213.49,0.58,-1.026,83.6448000,14.1380000,12.8510000
K2-21,,4006.00,0.46,,83.6448000,14.1380000,12.8510000
K2-21,,,,,83.6448000,14.1380000,12.8510000
K2-21,,4047.00,0.65,-0.985,83.6448000,14.1380000,12.8510000
K2-210,,5399.00,0.88,-0.227,176.5100000,12.8830000,11.5350000
K2-210,,5500.00,0.89,,176.5100000,12.8830000,11.5350000
K2-210,,5382.52,0.86,-0.249,176.5100000,12.8830000,11.5350000
K2-210,,5396.00,0.85,,176.5100000,12.8830000,11.5350000
K2-211,,5046.13,0.84,-0.386,272.2970000,,13.1547000
K2-211,,,0.84,,272.2970000,,13.1547000
K2-211,,,0.84,,272.2970000,,13.1547000
K2-211,,5187.94,0.80,-0.375,272.2970000,,13.1547000
K2-211,,5221.00,0.82,,272.2970000,,13.1547000
K2-211,,5360.00,0.79,,272.2970000,,13.1547000
K2-212,,,0.65,,109.2180000,14.4010000,12.9770000
K2-212,,4349.00,0.60,,109.2180000,14.4010000,12.9770000
K2-212,,4147.00,0.71,,109.2180000,14.4010000,12.9770000
K2-212,,,0.67,,109.2180000,14.4010000,12.9770000
K2-212,,4349.00,0.68,,109.2180000,14.4010000,12.9770000
K2-212,,4272.00,0.65,,109.2180000,14.4010000,12.9770000
K2-212,,4147.00,0.71,-0.876,109.2180000,14.4010000,12.9770000
K2-212,,4246.26,0.65,-0.910,109.2180000,14.4010000,12.9770000
K2-213,,5770.00,1.33,0.247,389.7020000,12.7190000,11.8030000
K2-213,,5821.00,1.32,0.257,389.7020000,12.7190000,11.8030000
K2-213,,5794.00,1.20,,389.7020000,12.7190000,11.8030000
K2-214,,5768.00,1.12,,300.6400000,12.1460000,11.8060000
K2-214,,,1.25,,300.6400000,12.1460000,11.8060000
K2-214,,5777.00,1.25,0.196,300.6400000,12.1460000,11.8060000
K2-214,,,1.29,,300.6400000,12.1460000,11.8060000
K2-214,,5854.00,1.27,,300.6400000,12.1460000,11.8060000
K2-214,,6066.33,1.16,0.213,300.6400000,12.1460000,11.8060000
K2-215,,,1.08,,403.9640000,13.7210000,12.9900000
K2-215,,5709.00,1.02,0.001,403.9640000,13.7210000,12.9900000
K2-215,,5468.50,1.08,-0.026,403.9640000,13.7210000,12.9900000
K2-215,,5704.00,0.97,,403.9640000,13.7210000,12.9900000
K2-216,,4542.00,0.71,,115.4610000,13.5630000,12.4030000
K2-216,,4591.00,0.67,,115.4610000,13.5630000,12.4030000
K2-216,,,0.64,,115.4610000,13.5630000,12.4030000
K2-216,,4658.00,0.69,,115.4610000,13.5630000,12.4030000
K2-216,,,0.71,,115.4610000,13.5630000,12.4030000
K2-216,,4542.00,0.71,-0.709,115.4610000,13.5630000,12.4030000
K2-216,,4703.27,0.64,-0.746,115.4610000,13.5630000,12.4030000
K2-216,K5 V,4503.00,0.72,-0.721,115.4610000,13.5630000,12.4030000
K2-217,,,1.28,,381.8780000,12.8130000,12.2640000
K2-217,,5837.00,1.28,0.232,381.8780000,12.8130000,12.2640000
K2-217,,6004.00,1.26,0.272,381.8780000,12.8130000,12.2640000
K2-217,,5967.00,1.33,,381.8780000,12.8130000,12.2640000
K2-218,,5490.44,1.10,-0.003,394.0830000,13.5810000,12.9200000
K2-218,,5757.00,1.01,,394.0830000,13.5810000,12.9200000
K2-218,,5710.00,1.06,0.031,394.0830000,13.5810000,12.9200000
K2-218,,,1.10,,394.0830000,13.5810000,12.9200000
K2-219,,5753.00,1.19,,325.4000000,12.8370000,12.0900000
K2-219,,5712.00,1.26,0.180,325.4000000,12.8370000,12.0900000
K2-219,,,1.32,,325.4000000,12.8370000,12.0900000
K2-219,,5478.50,1.32,0.151,325.4000000,12.8370000,12.0900000
K2-22,,3865.00,0.38,,243.8360000,17.0420000,15.5650000
K2-22,,3882.00,0.61,-1.113,243.8360000,17.0420000,15.5650000
K2-22,,,0.64,,243.8360000,17.0420000,15.5650000
K2-22,,3879.00,0.58,,243.8360000,17.0420000,15.5650000
K2-22,,3879.18,0.58,,243.8360000,17.0420000,15.5650000
K2-22,,3892.00,0.57,,243.8360000,17.0420000,15.5650000
K2-22,M0 V,3830.00,0.57,,243.8360000,17.0420000,15.5650000
K2-22,,3886.48,0.64,-1.074,243.8360000,17.0420000,15.5650000
K2-22 B,,,,,,,
K2-22,,3830.00,0.54,,243.8360000,17.0420000,15.5650000
K2-220,,5660.00,1.02,,233.5140000,12.6110000,11.8730000
K2-220,,5599.00,0.93,,233.5140000,12.6110000,11.8730000
K2-220,,5423.67,1.06,-0.061,233.5140000,12.6110000,11.8730000
K2-220,,,1.06,,233.5140000,12.6110000,11.8730000
K2-220,,5761.00,1.00,-0.004,233.5140000,12.6110000,11.8730000
K2-220,,,0.99,,233.5140000,12.6110000,11.8730000
K2-221,,5376.33,1.07,-0.064,318.8100000,13.3270000,12.5710000
K2-221,,,1.07,,318.8100000,13.3270000,12.5710000
K2-221,,5716.00,0.95,,318.8100000,13.3270000,12.5710000
K2-221,,5623.00,1.03,-0.019,318.8100000,13.3270000,12.5710000
K2-222,,6101.00,1.06,0.149,101.3210000,10.0380000,9.5430000
K2-222,,5934.00,1.04,,101.3210000,10.0380000,9.5430000
K2-222,,6101.00,1.06,,101.3210000,10.0380000,9.5430000
K2-222,,,0.96,,101.3210000,10.0380000,9.5430000
K2-222,,6058.00,1.09,,101.3210000,10.0380000,9.5430000
K2-222,,5902.70,1.12,0.139,101.3210000,10.0380000,9.5430000
K2-222,,5942.00,1.11,,101.3210000,10.0380000,9.5430000
K2-223,,5835.00,0.99,,198.6040000,12.1320000,11.4430000
K2-223,,5859.00,1.00,,198.6040000,12.1320000,11.4430000
K2-223,,5727.00,0.98,-0.035,198.6040000,12.1320000,11.4430000
K2-223,,5859.00,1.01,,198.6040000,12.1320000,11.4430000
K2-223,,5819.00,0.98,0.000,198.6040000,12.1320000,11.4430000
K2-224,,5505.00,0.83,-0.241,275.2550000,13.3570000,12.7000000
K2-224,,5620.00,0.84,,275.2550000,13.3570000,12.7000000
K2-224,,5681.00,0.80,-0.217,275.2550000,13.3570000,12.7000000
K2-224,,5614.00,0.84,,275.2550000,13.3570000,12.7000000
K2-225,,5733.00,1.21,,357.7780000,12.2640000,11.8360000
K2-225,,5470.61,1.83,0.433,357.7780000,12.2640000,11.8360000
K2-225,,5742.00,1.70,,357.7780000,12.2640000,11.8360000
K2-225,,5388.00,1.81,0.395,357.7780000,12.2640000,11.8360000
K2-226,,5397.00,0.82,,211.2650000,13.1940000,12.3370000
K2-226,,5424.00,0.91,,211.2650000,13.1940000,12.3370000
K2-226,,5268.00,0.90,-0.246,211.2650000,13.1940000,12.3370000
K2-226,,5098.00,0.93,-0.276,211.2650000,13.1940000,12.3370000
K2-227,,5485.00,0.91,-0.167,187.2340000,12.6750000,12.0150000
K2-227,,5673.00,0.89,,187.2340000,12.6750000,12.0150000
K2-227,,5491.47,0.93,-0.146,187.2340000,12.6750000,12.0150000
K2-228,,4927.60,,,129.4600000,14.1120000,13.0280000
K2-228,,4522.69,0.61,-0.849,129.4600000,14.1120000,13.0280000
K2-228,,4764.00,0.70,,129.4600000,14.1120000,13.0280000
K2-228,,4715.00,0.65,,129.4600000,14.1120000,13.0280000
K2-229,,5315.00,0.79,,102.5640000,12.0490000,10.9850000
K2-229,,5315.00,0.79,,102.5640000,12.0490000,10.9850000
K2-229,,5214.47,0.79,-0.383,102.5640000,12.0490000,10.9850000
K2-229,,5185.00,0.79,,102.5640000,12.0490000,10.9850000
K2-229,G9,,,,102.5640000,12.0490000,10.9850000
K2-229,,5185.00,0.78,,102.5640000,12.0490000,10.9850000
K2-229,,5231.00,0.80,,102.5640000,12.0490000,10.9850000
K2-229,,5161.23,0.80,-0.389,102.5640000,12.0490000,10.9850000
K2-230,,5935.00,1.36,0.317,540.7730000,13.2980000,12.7890000
K2-230,,6002.00,1.18,,540.7730000,13.2980000,12.7890000
K2-230,,6047.00,1.35,0.339,540.7730000,13.2980000,12.7890000
K2-230,,5945.00,1.39,,540.7730000,13.2980000,12.7890000
K2-231,,5695.00,0.95,,321.2150000,13.5000000,12.7680000
K2-231,,,1.03,,321.2150000,13.5000000,12.7680000
K2-231,,5330.33,1.03,-0.112,321.2150000,13.5000000,12.7680000
K2-231,,5478.00,1.04,-0.059,321.2150000,13.5000000,12.7680000
K2-232,,5820.50,1.26,0.216,130.7200000,10.5210000,9.8220000
K2-232,,5981.00,1.22,0.231,130.7200000,10.5210000,9.8220000
K2-232,,5888.00,1.23,0.216,130.7200000,10.5210000,9.8220000
K2-232,,5981.00,1.22,,130.7200000,10.5210000,9.8220000
K2-232,,6154.00,1.16,0.238,130.7200000,10.5210000,9.8220000
K2-233,,4814.00,0.74,-0.574,67.5062000,11.8130000,10.8830000
K2-233,K3,4950.00,0.74,-0.523,67.5062000,11.8130000,10.8830000
K2-233,,4889.23,0.71,-0.581,67.5062000,11.8130000,10.8830000
K2-233,,5033.00,0.71,,67.5062000,11.8130000,10.8830000
K2-237,,6218.00,1.27,0.338,314.9950000,12.1820000,11.6020000
K2-237,,5969.50,1.30,0.285,314.9950000,12.1820000,11.6020000
K2-237,,6599.00,1.27,,314.9950000,12.1820000,11.6020000
K2-237,F9 V,6099.00,1.38,,314.9950000,12.1820000,11.6020000
K2-237,,6360.00,1.26,0.371,314.9950000,12.1820000,11.6020000
K2-237,F6 V,6257.00,1.43,,314.9950000,12.1820000,11.6020000
K2-238,,5342.00,,,537.9630000,14.5440000,13.9730000
K2-238,,5342.00,,,537.9630000,14.5440000,13.9730000
K2-238,G2 V,5630.00,1.59,,537.9630000,14.5440000,13.9730000
K2-239,,3435.00,0.26,-2.086,31.0849000,16.2060000,14.6320000
K2-239,M3.0 V,3420.00,0.36,-1.796,31.0849000,16.2060000,14.6320000
K2-239,,3720.77,,,31.0849000,16.2060000,14.6320000
K2-24,G3,5743.00,1.21,0.158,170.5620000,12.2200000,11.2750000
K2-24,G9 V,5743.00,1.21,,170.5620000,12.2200000,11.2750000
K2-24,,5625.00,1.09,0.029,170.5620000,12.2200000,11.2750000
K2-24,,,1.25,,170.5620000,12.2200000,11.2750000
K2-24,,,1.25,,170.5620000,12.2200000,11.2750000
K2-24,,5717.00,1.51,,170.5620000,12.2200000,11.2750000
K2-24,,5071.00,0.77,,170.5620000,12.2200000,11.2750000
K2-24,,5178.95,1.25,0.005,170.5620000,12.2200000,11.2750000
K2-24,,5743.00,1.21,,170.5620000,12.2200000,11.2750000
K2-24,,5625.00,1.16,,170.5620000,12.2200000,11.2750000
K2-24,,5744.00,1.07,,170.5620000,12.2200000,11.2750000
K2-240,,4010.31,0.50,-1.229,72.9105000,14.8210000,13.3720000
K2-240,M0.5 V,3810.00,0.54,-1.276,72.9105000,14.8210000,13.3720000
K2-240,,3823.00,0.57,-1.208,72.9105000,14.8210000,13.3720000
