# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jun 17 22:12:28 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag > 0
# CONSTRAINT:  and disc_facility like '%Kepler%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN pl_massjerr1:   Planet Mass [Jupiter Mass] Upper Unc.
# COLUMN pl_massjerr2:   Planet Mass [Jupiter Mass] Lower Unc.
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratdorerr1:  Ratio of Semi-Major Axis to Stellar Radius Upper Unc.
# COLUMN pl_ratdorerr2:  Ratio of Semi-Major Axis to Stellar Radius Lower Unc.
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN pl_ratrorerr1:  Ratio of Planet to Stellar Radius Upper Unc.
# COLUMN pl_ratrorerr2:  Ratio of Planet to Stellar Radius Lower Unc.
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr1:    Stellar Density Upper Unc. [g/cm**3]
# COLUMN st_denserr2:    Stellar Density Lower Unc. [g/cm**3]
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_vsinerr1:    Stellar Rotational Velocity [km/s] Upper Unc.
# COLUMN st_vsinerr2:    Stellar Rotational Velocity [km/s] Lower Unc.
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_radv:        Systemic Radial Velocity [km/s]
# COLUMN st_radverr1:    Systemic Radial Velocity Upper Unc. [km/s]
# COLUMN st_radverr2:    Systemic Radial Velocity Lower Unc. [km/s]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_bmagerr1:    B (Johnson) Magnitude Upper Unc
# COLUMN sy_bmagerr2:    B (Johnson) Magnitude Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_masse,pl_masseerr1,pl_masseerr2,pl_massj,pl_massjerr1,pl_massjerr2,pl_dens,pl_denserr1,pl_denserr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_insol,pl_insolerr1,pl_insolerr2,pl_eqt,pl_eqterr1,pl_eqterr2,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_rad,st_raderr1,st_raderr2,st_mass,st_masserr1,st_masserr2,st_met,st_meterr1,st_meterr2,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_logg,st_loggerr1,st_loggerr2,st_age,st_ageerr1,st_ageerr2,st_dens,st_denserr1,st_denserr2,st_vsin,st_vsinerr1,st_vsinerr2,st_rotp,st_rotperr1,st_rotperr2,st_radv,st_radverr1,st_radverr2,sy_dist,sy_disterr1,sy_disterr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2
Kepler-19 c,Kepler-19,1,1,3,Transit Timing Variations,2011,Kepler,28.73100000,0.01200000,-0.00500000,,,,,,,,,,13.10000,2.70000,-2.70000,0.04122,0.00850,-0.00850,,,,0.210000,0.050000,-0.070000,,,,,,,,,,,,,,5544.00,20.00,-20.00,0.86,0.02,-0.02,0.94,0.04,-0.04,-0.080,0.020,-0.020,[Fe/H],,,,4.51,0.03,-0.03,1.900,1.700,-1.700,,,,,,,,,,,,,218.5620000,0.9750000,-0.9660000,12.8780000,0.3460000,-0.3460000,12.0350000,0.0260000,-0.0260000
Kepler-190 b,Kepler-190,1,1,2,Transit,2014,Kepler,2.01999900,0.00000300,-0.00000300,0.030000,,,1.560,0.110,-0.110,0.139,0.010,-0.010,,,,,,,,,,,,,,,,,,,,,,,,,,5106.00,100.00,-100.00,0.80,0.05,-0.05,,,,,,,,,,,4.56,0.15,-0.15,,,,,,,,,,,,,,,,433.3870000,2.7670000,-2.7330000,15.4230000,0.0210000,-0.0210000,14.3360000,0.0690000,-0.0690000
Kepler-190 c,Kepler-190,1,1,2,Transit,2014,Kepler,3.76302400,0.00000900,-0.00000900,0.045000,,,1.460,0.100,-0.100,0.130,0.009,-0.009,,,,,,,,,,,,,,,,,,,,,,,,,,5106.00,100.00,-100.00,0.80,0.05,-0.05,,,,,,,,,,,4.56,0.15,-0.15,,,,,,,,,,,,,,,,433.3870000,2.7670000,-2.7330000,15.4230000,0.0210000,-0.0210000,14.3360000,0.0690000,-0.0690000
Kepler-1900 b,Kepler-1900,1,1,1,Transit,2021,Kepler,2.98622990,,,,,,1.623,,,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,6173.00,193.00,-236.00,1.04,0.34,-0.11,1.10,0.15,-0.15,-0.040,0.250,-0.300,[Fe/H],,,,4.45,0.06,-0.22,,,,0.9128,0.1023,-0.5066,,,,,,,,,,1540.4300000,84.6300000,-76.4000000,16.3240000,0.0360000,-0.0360000,15.5020000,0.1030000,-0.1030000
Kepler-1901 b,Kepler-1901,1,1,1,Transit,2021,Kepler,3.48412991,,,,,,1.474,,,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,5696.00,77.00,-77.00,0.92,0.14,-0.04,1.02,0.05,-0.07,0.140,0.150,-0.150,[Fe/H],,,,4.52,0.02,-0.12,,,,10.4217,1.0507,-5.7491,,,,,,,,,,1028.3700000,25.8000000,-24.5800000,15.8900000,0.1060000,-0.1060000,15.0970000,0.1030000,-0.1030000
Kepler-1902 b,Kepler-1902,1,1,1,Transit,2021,Kepler,3.82222009,,,,,,1.176,,,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,3729.00,75.00,-67.00,0.51,0.03,-0.04,0.52,0.04,-0.03,0.060,0.150,-0.150,[Fe/H],,,,4.73,0.04,-0.02,,,,1.6770,3.2810,-1.4637,,,,,,,,,,344.3370000,6.4780000,-6.2470000,17.4230000,0.0430000,-0.0430000,16.1130000,0.1260000,-0.1260000
Kepler-1903 b,Kepler-1903,1,1,1,Transit,2021,Kepler,17.06789970,,,,,,2.286,,,0.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,6347.00,170.00,-207.00,1.00,0.32,-0.11,1.05,0.15,-0.15,-0.340,0.250,-0.300,[Fe/H],,,,4.46,0.05,-0.22,,,,0.6773,0.1065,-0.2493,,,,,,,,,,1775.4400000,79.1000000,-72.7600000,15.9800000,0.0110000,-0.0110000,15.4560000,0.1370000,-0.1370000
Kepler-1904 b,Kepler-1904,1,1,1,Transit,2021,Kepler,4.57702017,,,,,,1.390,,,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,3805.00,61.00,-76.00,0.50,0.03,-0.03,0.53,0.02,-0.03,-0.100,0.100,-0.100,[Fe/H],,,,4.77,0.03,-0.04,,,,41.3798,15.4756,-22.5869,,,,,,,,,,270.8540000,2.2715000,-2.2715000,18.5720000,0.1650000,-0.1650000,16.3670000,1.1330000,-1.1330000
Kepler-1905 b,Kepler-1905,1,1,1,Transit,2021,Kepler,3.42392993,,,,,,1.446,,,0.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,5788.00,78.00,-86.00,1.01,0.16,-0.07,1.04,0.06,-0.07,0.160,0.150,-0.150,[Fe/H],,,,4.44,0.05,-0.12,,,,5.0163,1.0153,-2.8010,,,,,,,,,,1051.5300000,32.4500000,-32.4500000,15.9640000,0.0490000,-0.0490000,15.0860000,0.1030000,-0.1030000
Kepler-1906 b,Kepler-1906,1,1,1,Transit,2021,Kepler,7.36268997,,,,,,2.776,,,0.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,5868.00,140.00,-175.00,0.89,0.23,-0.08,0.99,0.10,-0.12,-0.120,0.300,-0.300,[Fe/H],,,,4.53,0.04,-0.18,,,,25.4880,4.7924,-10.8565,,,,,,,,,,1360.6300000,51.7500000,-48.1400000,15.4310000,0.0670000,-0.0670000,15.3220000,0.1260000,-0.1260000
Kepler-1907 b,Kepler-1907,1,1,2,Transit,2021,Kepler,5.65245008,,,,,,0.870,,,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,5159.00,153.00,-153.00,0.80,0.09,-0.09,0.75,0.11,-0.06,-0.160,0.300,-0.300,[Fe/H],,,,4.51,0.09,-0.09,,,,0.6261,5.8059,-0.5023,,,,,,,,,,292.1110000,1.3330000,-1.3220000,14.9240000,0.0300000,-0.0300000,13.9890000,0.1600000,-0.1600000
Kepler-1907 c,Kepler-1907,1,1,2,Transit,2021,Kepler,14.86390018,,,,,,1.155,,,0.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,5159.00,153.00,-153.00,0.80,0.09,-0.09,0.75,0.11,-0.06,-0.160,0.300,-0.300,[Fe/H],,,,4.51,0.09,-0.09,,,,0.0855,15.9790,-0.0643,,,,,,,,,,292.1110000,1.3330000,-1.3220000,14.9240000,0.0300000,-0.0300000,13.9890000,0.1600000,-0.1600000
Kepler-1909 b,Kepler-1909,1,1,1,Transit,2021,Kepler,2.39160991,,,,,,1.092,,,0.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,4935.00,147.00,-133.00,0.69,0.06,-0.07,0.66,0.09,-0.04,-0.420,0.350,-0.300,[Fe/H],,,,4.59,0.07,-0.04,,,,2.6520,0.7800,-1.0301,,,,,,,,,,763.6620000,17.9405000,-17.9405000,16.9940000,0.0950000,-0.0950000,15.9330000,0.2630000,-0.2630000
Kepler-191 b,Kepler-191,1,1,3,Transit,2014,Kepler,9.93963200,0.00006600,-0.00006600,0.087000,,,1.340,0.660,-0.660,0.120,0.059,-0.059,,,,,,,,,,,,,,,,,,,,,,,,,,5282.00,200.00,-200.00,0.79,0.39,-0.39,,,,,,,,,,,4.59,0.30,-0.30,,,,,,,,,,,,,,,,594.4640000,7.8850000,-7.8850000,15.8840000,0.1170000,-0.1170000,14.9870000,0.0920000,-0.0920000
Kepler-191 c,Kepler-191,1,1,3,Transit,2014,Kepler,17.73850600,0.00008200,-0.00008200,0.128000,,,1.860,0.920,-0.920,0.166,0.082,-0.082,,,,,,,,,,,,,,,,,,,,,,,,,,5282.00,200.00,-200.00,0.79,0.39,-0.39,,,,,,,,,,,4.59,0.30,-0.30,,,,,,,,,,,,,,,,594.4640000,7.8850000,-7.8850000,15.8840000,0.1170000,-0.1170000,14.9870000,0.0920000,-0.0920000
Kepler-191 d,Kepler-191,1,1,3,Transit,2016,Kepler,5.94504102,0.00000763,-0.00000763,,,,2.280,0.160,-0.130,0.203,0.014,-0.012,,,,,,,,,,,,,,,,,,,,,,0.02629,0.00078,-0.00033,,5215.00,102.70,-87.77,0.80,0.05,-0.04,0.84,0.04,-0.05,-0.050,0.157,-0.170,[Fe/H],,,,4.56,0.03,-0.07,4.900,6.300,-3.070,,,,,,,,,,,,,594.4640000,7.8850000,-7.8850000,15.8840000,0.1170000,-0.1170000,14.9870000,0.0920000,-0.0920000
Kepler-1910 b,Kepler-1910,1,1,1,Transit,2021,Kepler,5.68876982,,,,,,1.184,,,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,4234.00,128.00,-141.00,0.64,0.04,-0.06,0.64,0.06,-0.06,-0.020,0.300,-0.300,[Fe/H],,,,4.63,0.05,-0.02,,,,2.3809,0.8090,-1.0213,,,,,,,,,,,,,17.5300000,0.0640000,-0.0640000,16.0920000,0.1600000,-0.1600000
Kepler-1911 b,Kepler-1911,1,1,1,Transit,2021,Kepler,5.99079990,,,,,,1.011,,,0.090,,,,,,,,,,,,,,,,,,,,,,,,,,,,5721.00,102.00,-113.00,0.97,0.14,-0.08,0.95,0.06,-0.06,0.000,0.150,-0.150,[Fe/H],,,,4.44,0.07,-0.12,,,,0.4828,14.5290,-0.4180,,,,,,,,,,269.9120000,2.0280000,-1.9980000,12.9700000,0.0160000,-0.0160000,12.2450000,0.0570000,-0.0570000
Kepler-1912 b,Kepler-1912,1,1,1,Transit,2021,Kepler,6.05921984,,,,,,1.357,,,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,5734.00,104.00,-115.00,0.96,0.14,-0.07,0.98,0.06,-0.07,0.040,0.150,-0.150,[Fe/H],,,,4.46,0.05,-0.12,,,,15.2307,13.7314,-5.7014,,,,,,,,,,297.0170000,1.8250000,-1.8030000,13.5690000,0.0660000,-0.0660000,12.3600000,0.0570000,-0.0570000
Kepler-1913 b,Kepler-1913,1,1,1,Transit,2021,Kepler,14.19600010,,,,,,1.519,,,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,6214.00,186.00,-224.00,1.08,0.35,-0.12,1.17,0.14,-0.17,0.070,0.250,-0.350,[Fe/H],,,,4.44,0.05,-0.22,,,,0.6736,2.1790,-0.6231,,,,,,,,,,876.3000000,20.8500000,-19.9190000,15.5930000,0.0670000,-0.0670000,14.8140000,0.1370000,-0.1370000
Kepler-1914 b,Kepler-1914,1,1,1,Transit,2021,Kepler,30.82789993,,,,,,2.943,,,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,5982.00,189.00,-232.00,0.96,0.27,-0.11,1.05,0.13,-0.14,-0.040,0.250,-0.350,[Fe/H],,,,4.49,0.05,-0.19,,,,3.7189,0.6525,-1.4256,,,,,,,,,,1621.5600000,86.2200000,-78.0800000,16.0060000,0.0690000,-0.0690000,15.9110000,0.2180000,-0.2180000
Kepler-1915 b,Kepler-1915,1,1,1,Transit,2021,Kepler,13.83539963,,,,,,3.218,,,0.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,6020.00,211.00,-211.00,1.06,0.34,-0.15,1.03,0.14,-0.13,-0.060,0.250,-0.300,[Fe/H],,,,4.40,0.09,-0.20,,,,0.0757,1.7414,-0.0368,,,,,,,,,,1514.6600000,79.1100000,-71.7400000,17.3340000,0.0700000,-0.0700000,16.2610000,0.1600000,-0.1600000
Kepler-1916 b,Kepler-1916,1,1,1,Transit,2021,Kepler,31.25429916,,,,,,2.618,,,0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,6246.00,173.00,-260.00,1.09,0.36,-0.12,1.18,0.16,-0.17,0.070,0.250,-0.300,[Fe/H],,,,4.43,0.05,-0.22,,,,1.5367,0.0817,-0.6195,,,,,,,,,,2055.8200000,174.1900000,-149.5200000,16.4410000,0.0490000,-0.0490000,15.7790000,0.2520000,-0.2520000
Kepler-1917 b,Kepler-1917,1,1,1,Transit,2021,Kepler,12.90240002,,,,,,1.890,,,0.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,5530.00,166.00,-166.00,0.79,0.18,-0.07,0.88,0.08,-0.10,-0.220,0.300,-0.300,[Fe/H],,,,4.59,0.04,-0.14,,,,6.2382,2.7572,-1.9542,,,,,,,,,,909.0370000,25.0250000,-25.0250000,15.7310000,0.0680000,-0.0680000,15.4740000,0.2400000,-0.2400000
Kepler-1918 b,Kepler-1918,1,1,1,Transit,2021,Kepler,47.05640030,,,,,,2.298,,,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,5889.00,186.00,-206.00,0.92,0.27,-0.12,0.97,0.12,-0.12,-0.160,0.300,-0.300,[Fe/H],,,,4.49,0.07,-0.21,,,,3.1585,1.4011,-1.2404,,,,,,,,,,1030.1100000,35.2900000,-33.0590000,16.3380000,0.0000000,0.0000000,15.5330000,0.1720000,-0.1720000
Kepler-1919 b,Kepler-1919,1,1,1,Transit,2021,Kepler,37.88660049,,,,,,2.624,,,0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,5513.00,166.00,-166.00,0.82,0.19,-0.08,0.87,0.09,-0.09,-0.160,0.300,-0.300,[Fe/H],,,,4.55,0.05,-0.14,,,,2.4093,0.2221,-1.0144,,,,,,,,,,1177.5300000,52.7400000,-48.4800000,16.8430000,0.0690000,-0.0690000,16.1610000,0.2060000,-0.2060000
Kepler-192 b,Kepler-192,1,1,3,Transit,2014,Kepler,9.92674600,0.00001800,-0.00001800,0.090000,,,2.740,0.450,-0.450,0.244,0.040,-0.040,,,,,,,,,,,,,,,,,,,,,,,,,,5479.00,100.00,-100.00,1.01,0.16,-0.16,,,,,,,,,,,4.43,0.15,-0.15,,,,,,,,,,,,,,,,651.6740000,6.7435000,-6.7435000,15.2370000,0.0060000,-0.0060000,14.3080000,0.1830000,-0.1830000
Kepler-192 c,Kepler-192,1,1,3,Transit,2014,Kepler,21.22340000,0.00007600,-0.00007600,0.150000,,,2.790,0.520,-0.520,0.249,0.046,-0.046,,,,,,,,,,,,,,,,,,,,,,,,,,5479.00,100.00,-100.00,1.01,0.16,-0.16,,,,,,,,,,,4.43,0.15,-0.15,,,,,,,,,,,,,,,,651.6740000,6.7435000,-6.7435000,15.2370000,0.0060000,-0.0060000,14.3080000,0.1830000,-0.1830000
Kepler-192 d,Kepler-192,1,1,3,Transit,2016,Kepler,6.47027579,0.00004320,-0.00004320,,,,1.020,0.100,-0.070,0.091,0.009,-0.006,,,,,,,,,,,,,,,,,,,,,,0.00999,0.00050,-0.00033,,5487.00,66.16,-60.56,0.94,0.08,-0.06,0.94,0.03,-0.03,0.130,0.087,-0.096,[Fe/H],,,,4.46,0.06,-0.07,6.760,4.000,-4.140,,,,,,,,,,,,,651.6740000,6.7435000,-6.7435000,15.2370000,0.0060000,-0.0060000,14.3080000,0.1830000,-0.1830000
Kepler-1920 b,Kepler-1920,1,1,1,Transit,2021,Kepler,30.25410080,,,,,,2.954,,,0.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,6277.00,170.00,-208.00,1.16,0.40,-0.13,1.24,0.17,-0.17,0.210,0.200,-0.300,[Fe/H],,,,4.40,0.06,-0.22,,,,27.4185,6.5007,-13.5001,,,,,,,,,,885.9130000,14.3420000,-14.3420000,15.1760000,0.0660000,-0.0660000,14.3920000,0.1720000,-0.1720000
Kepler-1921 b,Kepler-1921,1,1,2,Transit,2021,Kepler,20.03479958,,,,,,2.895,,,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,6120.00,195.00,-217.00,2.00,0.47,-0.80,1.25,0.19,-0.23,0.020,0.250,-0.300,[Fe/H],,,,3.93,0.40,-0.13,,,,0.6033,0.0918,-0.2076,,,,,,,,,,928.9890000,15.2530000,-14.7770000,13.9050000,0.0230000,-0.0230000,13.1030000,0.0690000,-0.0690000
Kepler-1921 c,Kepler-1921,1,1,2,Transit,2023,Kepler,3.15722086,0.00001947,-0.00001947,0.045400,,,1.410,0.330,-0.570,,,,,,,,,,,,,0.000000,,,2436.47,1766.22,-1678.55,1791,,,6.480000,1.200000,-1.200000,0.00645,0.00034,-0.00021,,6120.00,195.00,-217.00,2.00,0.47,-0.80,1.25,0.19,-0.23,0.020,0.250,-0.300,[Fe/H],,,,3.93,0.40,-0.13,,,,0.5161,0.0924,-0.1638,,,,,,,,,,928.9890000,15.2530000,-14.7770000,13.9050000,0.0230000,-0.0230000,13.1030000,0.0690000,-0.0690000
Kepler-1922 b,Kepler-1922,1,1,1,Transit,2021,Kepler,13.22259998,,,,,,2.291,,,0.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,5931.00,161.00,-178.00,0.86,0.23,-0.08,0.95,0.11,-0.12,-0.280,0.300,-0.300,[Fe/H],,,,4.54,0.04,-0.19,,,,0.0791,1.7886,-0.0438,,,,,,,,,,1344.2900000,46.9900000,-46.9900000,15.3850000,0.0670000,-0.0670000,15.3880000,0.2750000,-0.2750000
Kepler-1923 b,Kepler-1923,1,1,1,Transit,2021,Kepler,52.60969925,,,,,,1.960,,,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,5881.00,79.00,-79.00,1.29,0.21,-0.23,1.11,0.07,-0.09,0.160,0.150,-0.150,[Fe/H],,,,4.26,0.14,-0.11,,,,0.8231,0.0376,-0.3624,,,,,,,,,,990.8380000,,,15.4760000,0.0660000,-0.0660000,14.4540000,0.1140000,-0.1140000
Kepler-1924 b,Kepler-1924,1,1,1,Transit,2021,Kepler,15.33170033,,,,,,2.654,,,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,5726.00,86.00,-78.00,1.28,0.21,-0.24,1.02,0.08,-0.07,0.160,0.150,-0.150,[Fe/H],,,,4.23,0.16,-0.11,,,,0.1899,0.6203,-0.1672,,,,,,,,,,1910.7700000,102.0500000,-102.0500000,15.8170000,0.0440000,-0.0440000,15.0840000,0.1370000,-0.1370000
Kepler-1925 b,Kepler-1925,1,1,1,Transit,2021,Kepler,46.71640015,,,,,,3.002,,,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,5856.00,79.00,-79.00,1.09,0.18,-0.10,1.06,0.07,-0.06,0.160,0.150,-0.150,[Fe/H],,,,4.39,0.07,-0.12,,,,0.9750,0.2087,-0.3893,,,,,,,,,,1771.3100000,81.0000000,-74.3400000,16.1620000,0.1370000,-0.1370000,15.3820000,0.1370000,-0.1370000
Kepler-1926 b,Kepler-1926,1,1,1,Transit,2021,Kepler,42.87770081,,,,,,2.315,,,0.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,5256.00,184.00,-184.00,0.83,0.13,-0.10,0.77,0.11,-0.06,-0.160,0.350,-0.300,[Fe/H],,,,4.48,0.10,-0.13,,,,49.9710,2.9966,-24.8727,,,,,,,,,,667.4050000,27.7450000,-25.6500000,16.4260000,0.1070000,-0.1070000,15.8000000,0.3550000,-0.3550000
Kepler-1927 b,Kepler-1927,1,1,1,Transit,2021,Kepler,73.75039673,,,,,,3.406,,,0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,6056.00,81.00,-81.00,2.48,0.34,-0.86,1.41,0.15,-0.23,0.140,0.150,-0.100,[Fe/H],,,,3.80,0.28,-0.10,,,,0.2686,0.0056,-0.1057,,,,,,,,,,1091.0000000,24.7200000,-23.6700000,14.0290000,0.0310000,-0.0310000,13.3120000,0.1030000,-0.1030000
Kepler-1928 b,Kepler-1928,1,1,1,Transit,2021,Kepler,19.57783000,0.00002200,-0.00002100,0.194000,0.032000,-0.039000,1.992,0.133,-0.078,0.178,0.012,-0.007,,,,,,,,,,0.430000,0.180000,-0.140000,,,,,,,47.200000,4.000000,-6.900000,0.01984,0.00125,-0.00065,,5720.00,60.00,-60.00,0.92,0.04,-0.04,1.01,0.03,-0.03,0.120,0.020,-0.020,[Fe/H],-0.092,0.016,-0.016,,,,0.105,0.010,-0.010,1.8328,0.2538,-0.2538,10.4000,0.5000,-0.5000,4.69,0.04,-0.04,-26.79,0.01,-0.01,326.3620000,2.4730000,-2.4370000,13.4790000,0.0080000,-0.0080000,12.6790000,0.0690000,-0.0690000
Kepler-1929 b,Kepler-1929,1,1,1,Transit,2021,Kepler,59.36249924,,,,,,3.073,,,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,5786.00,115.00,-104.00,1.47,0.23,-0.32,1.01,0.10,-0.08,-0.020,0.150,-0.150,[Fe/H],,,,4.11,0.19,-0.10,,,,0.1914,0.0066,-0.0441,,,,,,,,,,508.2010000,5.5990000,-5.4800000,12.3800000,0.3170000,-0.3170000,11.7880000,0.0220000,-0.0220000
Kepler-193 b,Kepler-193,1,1,2,Transit,2014,Kepler,11.38848000,0.00005400,-0.00005400,0.106000,,,2.390,1.080,-1.080,0.213,0.096,-0.096,,,,,,,,,,,,,,,,,,,,,,,,,,6335.00,200.00,-200.00,1.15,0.52,-0.52,,,,,,,,,,,4.40,0.30,-0.30,,,,,,,,,,,,,,,,1009.1000000,22.9000000,-21.9290000,15.4340000,0.0160000,-0.0160000,14.7120000,0.0460000,-0.0460000
